date,brand,package,country,revenue_rank_tools,revenue_rank_apps,revenue_rank_overall,top_free_rank_tools,top_free_rank_apps,top_free_rank_overall,status,status_detail,source_url,crawl_time,page_loaded_screenshot,tooltip_frame_screenshot,retry_count,series_name,source_point_date_text,raw_x,raw_tooltip,ranking_metrics_json
2026-05-20,ldcloud,,BR,167,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.ld.cph.gl?country=BR&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 LDCloud-Cloud Phone for Roblox 收入排行 - 工具 #167",
2026-05-20,ldcloud,,DE,278,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.ld.cph.gl?country=DE&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 LDCloud - Android Cloud Phone 收入排行 - 工具 #278",
2026-05-20,ldcloud,,FR,344,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.ld.cph.gl?country=FR&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 LDCloud-Cloud Phone for Roblox 收入排行 - 工具 #344",
2026-05-20,ldcloud,,GB,335,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.ld.cph.gl?country=GB&tab=category_rankings,2026-06-18,,,,,,130.14,"Wednesday, May 20, 2026 LDCloud-Cloud Phone for Roblox 收入排行 - 工具 #335",
2026-05-20,ldcloud,,HK,118,589,,,,,SUCCESS,,https://app.sensortower.com/overview/com.ld.cph.gl?country=HK&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 雷電雲手機 - RO仙境傳說安卓雲端模擬器全天掛機多開不掉線 收入排行 - 工具 #118 收入排行 - 应用 #589",
2026-05-20,ldcloud,,ID,50,370,,,,,SUCCESS,,https://app.sensortower.com/overview/com.ld.cph.gl?country=ID&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 LDCloud-Cloud Phone for Roblox 收入排行 - 工具 #50 收入排行 - 应用 #370",
2026-05-20,ldcloud,,IN,415,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.ld.cph.gl?country=IN&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 LDCloud-Cloud Phone for Roblox 收入排行 - 工具 #415",
2026-05-20,ldcloud,,IT,392,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.ld.cph.gl?country=IT&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 LDCloud-Cloud Phone for Roblox 收入排行 - 工具 #392",
2026-05-20,ldcloud,,JP,380,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.ld.cph.gl?country=JP&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 LDCloud-クラウド電話シミュレーター 收入排行 - 工具 #380",
2026-05-20,ldcloud,,KR,17,369,,,,,SUCCESS,,https://app.sensortower.com/overview/com.ld.cph.gl?country=KR&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 LDCloud - Android 클라우드 에뮬레이터 收入排行 - 工具 #17 收入排行 - 应用 #369",
2026-05-20,ldcloud,,MX,,,,,,,SCAN_UNCERTAIN,,https://app.sensortower.com/overview/com.ld.cph.gl?country=MX&tab=category_rankings,2026-06-18,,,,,,,,
2026-05-20,ldcloud,,MY,310,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.ld.cph.gl?country=MY&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 LDCloud - Android Cloud Phone 收入排行 - 工具 #310",
2026-05-20,ldcloud,com.ld.cph.gl,PH,220,,,538,,,SUCCESS,all rankings captured from exact forward date-column tooltip event,https://app.sensortower.com/overview/com.ld.cph.gl?country=PH&tab=category_rankings,2026-06-18 15:19:49,C:\Users\Og\.codex\skills\competitor-monitor-dashboard-main\screenshots\history_range_all_visible_20260618_151930\history_ldcloud_PH_all_visible_20260618_151935_chart_viewport.png,C:\Users\Og\.codex\skills\competitor-monitor-dashboard-main\screenshots\history_range_all_visible_20260618_151930\history_ldcloud_PH_all_visible_frame_001_2026-05-20_20260618_151936_096789.png,0,all tooltip ranking fields (strict forward date-column sweep),tooltip date equals current date column,132.71,"Wednesday, May 20, 2026 LDCloud-Cloud Phone for Roblox 收入排行 - 工具 #220 热门免费 - 工具 #538","{""revenue_rank_apps"": """", ""revenue_rank_overall"": """", ""revenue_rank_tools"": ""220"", ""top_free_rank_apps"": """", ""top_free_rank_overall"": """", ""top_free_rank_tools"": ""538""}"
2026-05-20,ldcloud,,PL,,,,,,,SCAN_UNCERTAIN,,https://app.sensortower.com/overview/com.ld.cph.gl?country=PL&tab=category_rankings,2026-06-18,,,,,,,,
2026-05-20,ldcloud,,SG,100,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.ld.cph.gl?country=SG&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 LDCloud-Cloud Phone for Roblox 收入排行 - 工具 #100",
2026-05-20,ldcloud,,TH,18,244,,,,,SUCCESS,,https://app.sensortower.com/overview/com.ld.cph.gl?country=TH&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 LDCloud-Cloud Phone for Roblox 收入排行 - 工具 #18 收入排行 - 应用 #244",
2026-05-20,ldcloud,,TR,218,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.ld.cph.gl?country=TR&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 LDCloud-Cloud Phone for Game 收入排行 - 工具 #218",
2026-05-20,ldcloud,,TW,14,287,,,,,SUCCESS,,https://app.sensortower.com/overview/com.ld.cph.gl?country=TW&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 雷電雲手機 - RO仙境傳說安卓雲端模擬器全天掛機多開不掉線 收入排行 - 工具 #14 收入排行 - 应用 #287",
2026-05-20,ldcloud,,US,216,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.ld.cph.gl?country=US&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 LDCloud-Cloud Phone for Roblox 收入排行 - 工具 #216",
2026-05-20,ldcloud,,VN,,445,,,,,SUCCESS,,https://app.sensortower.com/overview/com.ld.cph.gl?country=VN&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 LDCloud-Cloud Phone for Roblox 收入排行 - 应用 #445",
2026-05-20,redfinger,,BR,297,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.redfinger.global?country=BR&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 Redfinger - telefone na nuvem 收入排行 - 工具 #297",
2026-05-20,redfinger,,DE,437,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.redfinger.global?country=DE&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 Redfinger -Android Cloud Phone 收入排行 - 工具 #437",
2026-05-20,redfinger,,FR,,,,,,,SCAN_UNCERTAIN,,https://app.sensortower.com/overview/com.redfinger.global?country=FR&tab=category_rankings,2026-06-18,,,,,,,,
2026-05-20,redfinger,,GB,,,,,,,SCAN_UNCERTAIN,,https://app.sensortower.com/overview/com.redfinger.global?country=GB&tab=category_rankings,2026-06-18,,,,,,,,
2026-05-20,redfinger,,HK,8,168,,,,,SUCCESS,,https://app.sensortower.com/overview/com.redfinger.global?country=HK&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 紅手指雲手機－安卓雲模擬器手遊掛機穩定多開全天不掉線 收入排行 - 工具 #8 收入排行 - 应用 #168",
2026-05-20,redfinger,,ID,3,30,49,90,,,SUCCESS,,https://app.sensortower.com/overview/com.redfinger.global?country=ID&tab=category_rankings,2026-06-18,,,,,,130.14,"Wednesday, May 20, 2026 Redfinger Cloud Phone Roblox 收入排行 - 工具 #3 收入排行 - 应用 #30 收入排行 - 总体 #49 热门免费 - 工具 #90",
2026-05-20,redfinger,,IN,,,,,,,SCAN_UNCERTAIN,,https://app.sensortower.com/overview/com.redfinger.global?country=IN&tab=category_rankings,2026-06-18,,,,,,,,
2026-05-20,redfinger,,IT,,,,,,,SCAN_UNCERTAIN,,https://app.sensortower.com/overview/com.redfinger.global?country=IT&tab=category_rankings,2026-06-18,,,,,,,,
2026-05-20,redfinger,,JP,497,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.redfinger.global?country=JP&tab=category_rankings,2026-06-18,,,,,,130.14,"Wednesday, May 20, 2026 Redfinger - Android クラウドスマホ 收入排行 - 工具 #497",
2026-05-20,redfinger,,KR,296,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.redfinger.global?country=KR&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 레드 핑거（Redfinger）-안드로이드 클라우드 폰 收入排行 - 工具 #296",
2026-05-20,redfinger,,MX,,,,,,,SCAN_UNCERTAIN,,https://app.sensortower.com/overview/com.redfinger.global?country=MX&tab=category_rankings,2026-06-18,,,,,,,,
2026-05-20,redfinger,,MY,12,188,,149,,,SUCCESS,,https://app.sensortower.com/overview/com.redfinger.global?country=MY&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 Ponsel Cloud Redfinger 收入排行 - 工具 #12 热门免费 - 工具 #149 收入排行 - 应用 #188",
2026-05-20,redfinger,,PH,2,52,103,41,287,,SUCCESS,,https://app.sensortower.com/overview/com.redfinger.global?country=PH&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 Redfinger -Android Cloud Phone 收入排行 - 工具 #2 热门免费 - 工具 #41 收入排行 - 应用 #52 收入排行 - 总体 #103 热门免费 - 应用 #287",
2026-05-20,redfinger,,PL,,,,,,,SCAN_UNCERTAIN,,https://app.sensortower.com/overview/com.redfinger.global?country=PL&tab=category_rankings,2026-06-18,,,,,,,,
2026-05-20,redfinger,,SG,114,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.redfinger.global?country=SG&tab=category_rankings,2026-06-18,,,,,,130.14,"Wednesday, May 20, 2026 Redfinger -Android Cloud Phone 收入排行 - 工具 #114",
2026-05-20,redfinger,,TH,,,,,1,,SUCCESS,,https://app.sensortower.com/overview/com.redfinger.global?country=TH&tab=category_rankings,2026-06-18,,,,,,132.71,"Sensor Tower 应用分析 市场分析 商店营销 ​ ​ 申请产品演示 使用 Sensor Tower 追踪表现、分析竞争对手并优化增长 领先的移动应用市场情报、应用收入分析和数字广告洞察平台。立即注册，解锁数据驱动的深度洞察 了解更多 Redfinger - โทรศัพท์คลาวด์ Redfinger • 应用ID: com.redfinger.global • 在Google Play中查看 国家/地区 泰国 类别 工具 价格 免费 热门国家/地区 印度尼西亚 , 泰国 , 越南 安装量量级 5M - 10M 在任何网络上广告 活跃 开发者网站 Redfinger 内容分级 ประเภท 3+ 下载量 by Sensor Tower 全球 • 上个月 400K 收入 by Sensor Tower 全球 • 上个月 $200K RPD 升级以访问此指标 平均DAU 升级以访问此指标 花费时间 升级以访问此指标 会话次数 升级以访问此指标 类别排名 by Sensor Tower 泰国 • 今天 #49 工具 - 免费下载 该应用的热门用户画像排名 升级以访问此指标 关于 类别排名 自然用户获取 评分及评论 类别排名 May 20, 2026 - Jun 18, 2026 • 泰国 May 20, '26 May 22, '26 May 24, '26 May 26, '26 May 28, '26 May 30, '26 Jun 1, '26 Jun 3, '26 Jun 5, '26 Jun 7, '26 Jun 9, '26 Jun 11, '26 Jun 13, '26 Jun 15, '26 Jun 17, '26 收入排行 - 工具 热门免费 - 工具 收入排行 - 应用 收入排行 - 总体 热门免费 - 应用 1 100 200 300 400 500 600 分析类别排名 Copyright © 2026 Sensor Tower. All Rights Reserved. English | 日本語 | 한국어 | 中文简体 隐私政策 | Cookie 策略 | 使用条款 | API | 博客 | 帮助 This page may contain copyrighted material belonging to third parties that is made available for commentary and research purposes only, which constitute fair uses as provided for under applicable copyright laws. All third party product, service, and company names and logos are trademarks belonging to their respective owners. Their use constitutes nominative fair use under applicable trademark laws and does not imply any affiliation or endorsement by the respective owners.",
2026-05-20,redfinger,,TR,466,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.redfinger.global?country=TR&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 Redfinger -Android Cloud Phone 收入排行 - 工具 #466",
2026-05-20,redfinger,,TW,9,212,,570,,,SUCCESS,,https://app.sensortower.com/overview/com.redfinger.global?country=TW&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 紅手指雲手機－安卓雲模擬器手遊掛機穩定多開全天不掉線 收入排行 - 工具 #9 收入排行 - 应用 #212 热门免费 - 工具 #570",
2026-05-20,redfinger,,US,,,,,,,SCAN_UNCERTAIN,,https://app.sensortower.com/overview/com.redfinger.global?country=US&tab=category_rankings,2026-06-18,,,,,,,,
2026-05-20,redfinger,,VN,,,,,,1,SUCCESS,,https://app.sensortower.com/overview/com.redfinger.global?country=VN&tab=category_rankings,2026-06-18,,,,,,132.71,"Sensor Tower 应用分析 市场分析 商店营销 ​ ​ 申请产品演示 使用 Sensor Tower 追踪表现、分析竞争对手并优化增长 领先的移动应用市场情报、应用收入分析和数字广告洞察平台。立即注册，解锁数据驱动的深度洞察 了解更多 Điện thoại đám mây Redfinger Redfinger • 应用ID: com.redfinger.global • 在Google Play中查看 国家/地区 越南 类别 工具 价格 免费 热门国家/地区 印度尼西亚 , 泰国 , 越南 安装量量级 5M - 10M 在任何网络上广告 活跃 开发者网站 Redfinger 内容分级 3 tuổi trở lên 下载量 by Sensor Tower 全球 • 上个月 400K 收入 by Sensor Tower 全球 • 上个月 $200K RPD 升级以访问此指标 平均DAU 升级以访问此指标 花费时间 升级以访问此指标 会话次数 升级以访问此指标 类别排名 by Sensor Tower 越南 • 今天 #11 工具 - 免费下载 该应用的热门用户画像排名 升级以访问此指标 关于 类别排名 自然用户获取 评分及评论 类别排名 May 20, 2026 - Jun 18, 2026 • 越南 May 20, '26 May 22, '26 May 24, '26 May 26, '26 May 28, '26 May 30, '26 Jun 1, '26 Jun 3, '26 Jun 5, '26 Jun 7, '26 Jun 9, '26 Jun 11, '26 Jun 13, '26 Jun 15, '26 Jun 17, '26 收入排行 - 工具 热门免费 - 工具 收入排行 - 应用 收入排行 - 总体 热门免费 - 应用 热门免费 - 总体 1 50 100 150 200 分析类别排名 Copyright © 2026 Sensor Tower. All Rights Reserved. English | 日本語 | 한국어 | 中文简体 隐私政策 | Cookie 策略 | 使用条款 | API | 博客 | 帮助 This page may contain copyrighted material belonging to third parties that is made available for commentary and research purposes only, which constitute fair uses as provided for under applicable copyright laws. All third party product, service, and company names and logos are trademarks belonging to their respective owners. Their use constitutes nominative fair use under applicable trademark laws and does not imply any affiliation or endorsement by the respective owners.",
2026-05-20,ugphone,,BR,10,166,,376,,,SUCCESS,,https://app.sensortower.com/overview/com.tykeji.ugphone?country=BR&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 Ugphone - Android na Nuvem 收入排行 - 工具 #10 收入排行 - 应用 #166 热门免费 - 工具 #376",
2026-05-20,ugphone,,DE,120,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.tykeji.ugphone?country=DE&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 UgPhone - Android Cloud Phone 收入排行 - 工具 #120",
2026-05-20,ugphone,,FR,297,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.tykeji.ugphone?country=FR&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 UgPhone - Android Cloud Phone 收入排行 - 工具 #297",
2026-05-20,ugphone,,GB,135,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.tykeji.ugphone?country=GB&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 UgPhone - Android Cloud Phone 收入排行 - 工具 #135",
2026-05-20,ugphone,,HK,136,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.tykeji.ugphone?country=HK&tab=category_rankings,2026-06-18,,,,,,130.14,"Wednesday, May 20, 2026 UgPhone雲手機-安卓雲端遊戲模擬器穩定多開不掉線 收入排行 - 工具 #136",
2026-05-20,ugphone,,ID,59,426,,575,,,SUCCESS,,https://app.sensortower.com/overview/com.tykeji.ugphone?country=ID&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 UgPhone-Cloud Phone 收入排行 - 工具 #59 收入排行 - 应用 #426 热门免费 - 工具 #575",
2026-05-20,ugphone,,IN,137,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.tykeji.ugphone?country=IN&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 UgPhone - Android Cloud Phone 收入排行 - 工具 #137",
2026-05-20,ugphone,,IT,346,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.tykeji.ugphone?country=IT&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 UgPhone - Android Cloud Phone 收入排行 - 工具 #346",
2026-05-20,ugphone,,JP,28,442,,,,,SUCCESS,,https://app.sensortower.com/overview/com.tykeji.ugphone?country=JP&tab=category_rankings,2026-06-18,,,,,,130.14,"Wednesday, May 20, 2026 UgPhone‐ユージーフォン・ゲーミングクラウドスマホ 收入排行 - 工具 #28 收入排行 - 应用 #442",
2026-05-20,ugphone,,KR,55,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.tykeji.ugphone?country=KR&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 Ugphone 유지폰 안드로이드 클라우드 폰 收入排行 - 工具 #55",
2026-05-20,ugphone,,MX,86,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.tykeji.ugphone?country=MX&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 UgPhone-Cloud Phone 收入排行 - 工具 #86",
2026-05-20,ugphone,,MY,48,532,,,,,SUCCESS,,https://app.sensortower.com/overview/com.tykeji.ugphone?country=MY&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 UgPhone-Cloud Phone 收入排行 - 工具 #48 收入排行 - 应用 #532",
2026-05-20,ugphone,,PH,6,108,,305,,,SUCCESS,,https://app.sensortower.com/overview/com.tykeji.ugphone?country=PH&tab=category_rankings,2026-06-18,,,,,,130.14,"Wednesday, May 20, 2026 UgPhone - Android Cloud Phone 收入排行 - 工具 #6 收入排行 - 应用 #108 热门免费 - 工具 #305",
2026-05-20,ugphone,,PL,32,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.tykeji.ugphone?country=PL&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 UgPhone - Android Cloud Phone 收入排行 - 工具 #32",
2026-05-20,ugphone,,SG,,,,,,,SCAN_UNCERTAIN,,https://app.sensortower.com/overview/com.tykeji.ugphone?country=SG&tab=category_rankings,2026-06-18,,,,,,,,
2026-05-20,ugphone,,TH,,,,,1,,SUCCESS,,https://app.sensortower.com/overview/com.tykeji.ugphone?country=TH&tab=category_rankings,2026-06-18,,,,,,132.71,"Sensor Tower 应用分析 市场分析 商店营销 ​ ​ 申请产品演示 使用 Sensor Tower 追踪表现、分析竞争对手并优化增长 领先的移动应用市场情报、应用收入分析和数字广告洞察平台。立即注册，解锁数据驱动的深度洞察 了解更多 UgPhone-โปรแกรมจำลอง Android OgCloud • 应用ID: com.tykeji.ugphone • 在Google Play中查看 国家/地区 泰国 类别 工具 价格 免费 热门国家/地区 印度尼西亚 , 泰国 , 越南 安装量量级 5M - 10M 在任何网络上广告 活跃 开发者网站 OgCloud 内容分级 ประเภท 12+ 下载量 by Sensor Tower 全球 • 上个月 100K 收入 by Sensor Tower 全球 • 上个月 $200K RPD 升级以访问此指标 平均DAU 升级以访问此指标 花费时间 升级以访问此指标 会话次数 升级以访问此指标 类别排名 by Sensor Tower 泰国 • 今天 #78 工具 - 免费下载 该应用的热门用户画像排名 升级以访问此指标 关于 类别排名 自然用户获取 评分及评论 类别排名 May 20, 2026 - Jun 18, 2026 • 泰国 May 20, '26 May 22, '26 May 24, '26 May 26, '26 May 28, '26 May 30, '26 Jun 1, '26 Jun 3, '26 Jun 5, '26 Jun 7, '26 Jun 9, '26 Jun 11, '26 Jun 13, '26 Jun 15, '26 Jun 17, '26 收入排行 - 工具 收入排行 - 应用 热门免费 - 工具 收入排行 - 总体 热门免费 - 应用 1 100 200 300 400 500 分析类别排名 Copyright © 2026 Sensor Tower. All Rights Reserved. English | 日本語 | 한국어 | 中文简体 隐私政策 | Cookie 策略 | 使用条款 | API | 博客 | 帮助 This page may contain copyrighted material belonging to third parties that is made available for commentary and research purposes only, which constitute fair uses as provided for under applicable copyright laws. All third party product, service, and company names and logos are trademarks belonging to their respective owners. Their use constitutes nominative fair use under applicable trademark laws and does not imply any affiliation or endorsement by the respective owners.",
2026-05-20,ugphone,,TR,6,189,,,,,SUCCESS,,https://app.sensortower.com/overview/com.tykeji.ugphone?country=TR&tab=category_rankings,2026-06-18,,,,,,130.14,"Wednesday, May 20, 2026 UgPhone - Android Cloud Phone 收入排行 - 工具 #6 收入排行 - 应用 #189",
2026-05-20,ugphone,,TW,21,365,,,,,SUCCESS,,https://app.sensortower.com/overview/com.tykeji.ugphone?country=TW&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 UgPhone雲手機-安卓雲端遊戲模擬器穩定多開不掉線 收入排行 - 工具 #21 收入排行 - 应用 #365",
2026-05-20,ugphone,,US,333,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.tykeji.ugphone?country=US&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 UgPhone - Android Cloud Phone 收入排行 - 工具 #333",
2026-05-20,ugphone,,VN,,,1,,,,SUCCESS,,https://app.sensortower.com/overview/com.tykeji.ugphone?country=VN&tab=category_rankings,2026-06-18,,,,,,126.72,"Sensor Tower 应用分析 市场分析 商店营销 ​ ​ 申请产品演示 使用 Sensor Tower 追踪表现、分析竞争对手并优化增长 领先的移动应用市场情报、应用收入分析和数字广告洞察平台。立即注册，解锁数据驱动的深度洞察 了解更多 UgPhone Điện thoại đám mây OgCloud • 应用ID: com.tykeji.ugphone • 在Google Play中查看 国家/地区 越南 类别 工具 价格 免费 热门国家/地区 印度尼西亚 , 泰国 , 越南 安装量量级 5M - 10M 在任何网络上广告 活跃 开发者网站 OgCloud 内容分级 12 tuổi trở lên 下载量 by Sensor Tower 全球 • 上个月 100K 收入 by Sensor Tower 全球 • 上个月 $200K RPD 升级以访问此指标 平均DAU 升级以访问此指标 花费时间 升级以访问此指标 会话次数 升级以访问此指标 类别排名 by Sensor Tower 越南 • 今天 #138 工具 - 免费下载 该应用的热门用户画像排名 升级以访问此指标 关于 类别排名 自然用户获取 评分及评论 类别排名 May 20, 2026 - Jun 18, 2026 • 越南 May 20, '26 May 22, '26 May 24, '26 May 26, '26 May 28, '26 May 30, '26 Jun 1, '26 Jun 3, '26 Jun 5, '26 Jun 7, '26 Jun 9, '26 Jun 11, '26 Jun 13, '26 Jun 15, '26 Jun 17, '26 收入排行 - 工具 收入排行 - 应用 热门免费 - 工具 收入排行 - 总体 1 50 100 150 200 分析类别排名 Copyright © 2026 Sensor Tower. All Rights Reserved. English | 日本語 | 한국어 | 中文简体 隐私政策 | Cookie 策略 | 使用条款 | API | 博客 | 帮助 This page may contain copyrighted material belonging to third parties that is made available for commentary and research purposes only, which constitute fair uses as provided for under applicable copyright laws. All third party product, service, and company names and logos are trademarks belonging to their respective owners. Their use constitutes nominative fair use under applicable trademark laws and does not imply any affiliation or endorsement by the respective owners.",
2026-05-20,vsphone,,BR,136,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.vsphone.overseas?country=BR&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 VSPhone - Android Cloud Phone 收入排行 - 工具 #136",
2026-05-20,vsphone,,FR,513,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.vsphone.overseas?country=FR&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 VSPhone - Android Cloud Phone 收入排行 - 工具 #513",
2026-05-20,vsphone,,GB,,,,,,,SCAN_UNCERTAIN,,https://app.sensortower.com/overview/com.vsphone.overseas?country=GB&tab=category_rankings,2026-06-18,,,,,,,,
2026-05-20,vsphone,,HK,482,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.vsphone.overseas?country=HK&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 VSPhone - Android Cloud Phone 收入排行 - 工具 #482",
2026-05-20,vsphone,,ID,93,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.vsphone.overseas?country=ID&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 Ponsel Cloud VSPhone 收入排行 - 工具 #93",
2026-05-20,vsphone,,IN,536,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.vsphone.overseas?country=IN&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 VSPhone - Android Cloud Phone 收入排行 - 工具 #536",
2026-05-20,vsphone,,IT,,,,,,,SCAN_UNCERTAIN,,https://app.sensortower.com/overview/com.vsphone.overseas?country=IT&tab=category_rankings,2026-06-18,,,,,,,,
2026-05-20,vsphone,,KR,405,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.vsphone.overseas?country=KR&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 VSPhone - Android Cloud Phone 收入排行 - 工具 #405",
2026-05-20,vsphone,,MX,,,,,,,SCAN_UNCERTAIN,,https://app.sensortower.com/overview/com.vsphone.overseas?country=MX&tab=category_rankings,2026-06-18,,,,,,,,
2026-05-20,vsphone,,MY,327,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.vsphone.overseas?country=MY&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 Ponsel Cloud VSPhone 收入排行 - 工具 #327",
2026-05-20,vsphone,,PH,58,518,,549,,,SUCCESS,,https://app.sensortower.com/overview/com.vsphone.overseas?country=PH&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 VSPhone - Android Cloud Phone 收入排行 - 工具 #58 收入排行 - 应用 #518 热门免费 - 工具 #549",
2026-05-20,vsphone,,PL,,,,,,,SCAN_UNCERTAIN,,https://app.sensortower.com/overview/com.vsphone.overseas?country=PL&tab=category_rankings,2026-06-18,,,,,,,,
2026-05-20,vsphone,,SG,,,,,,,SCAN_UNCERTAIN,,https://app.sensortower.com/overview/com.vsphone.overseas?country=SG&tab=category_rankings,2026-06-18,,,,,,,,
2026-05-20,vsphone,,TH,12,186,,468,,,SUCCESS,,https://app.sensortower.com/overview/com.vsphone.overseas?country=TH&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 VSPhone - Android Cloud Phone 收入排行 - 工具 #12 收入排行 - 应用 #186 热门免费 - 工具 #468",
2026-05-20,vsphone,,TR,542,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.vsphone.overseas?country=TR&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 VSPhone - Android Cloud Phone 收入排行 - 工具 #542",
2026-05-20,vsphone,,TW,410,,,,,,SUCCESS,,https://app.sensortower.com/overview/com.vsphone.overseas?country=TW&tab=category_rankings,2026-06-18,,,,,,132.71,"Wednesday, May 20, 2026 VSPhone - Android Cloud Phone 收入排行 - 工具 #410",
